,Number_of_Pitches,Range,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval,Repeated_Notes
"H:\DMIS YEAR 4\MUSIC ANALYTICS\GNOSSIENNE\Gnossienne.mid",20.0, 49.0, 61.0, 5.105, 65.0, 5.0, 9.0, 9.481, 2.0, 0.12
